speed;rate;vol;wear;rough;cost;victories;defeats;draws
80;78.82;5000.03;3.52;0.42;16.91;240;758;1
80;95.67;5000;3.74;0.44;16.18;109;890;0
80;61.1;5000.01;3.4;0.38;18.58;552;447;0
80;106.92;5000;4.01;0.46;16.04;20;979;0
80;57.29;5033.84;3.35;0.37;19.2;654;345;0
80;50.15;5130.37;3.23;0.34;20.68;928;71;0
80;108.01;5000;4.05;0.46;16.04;9;990;0
80;66.85;5616.1;3.21;0.39;19.96;457;542;0
80;65.83;5817.11;3.14;0.39;20.8;437;562;0
80;59.99;5637.35;3.15;0.38;20.91;565;434;0
80;57.69;5812.91;3.08;0.37;21.91;604;395;0
80;59.23;5746.69;3.11;0.38;21.43;571;428;0
80;61.79;5611.98;3.17;0.38;20.57;546;453;0
79.99;55.52;5707.74;3.09;0.36;21.87;667;332;0
80;66.66;5000;3.44;0.39;17.93;435;564;0
